Player_ID,Name,Age,Nationality,Best Position,photoUrl
202126,H. Kane,26,England,ST,https://cdn.sofifa.com/players/202/126/21_60.png
162835,S. Handanovič,35,Slovenia,GK,https://cdn.sofifa.com/players/162/835/21_60.png
201024,K. Koulibaly,29,Senegal,CB,https://cdn.sofifa.com/players/201/024/21_60.png
183277,E. Hazard,29,Belgium,LW,https://cdn.sofifa.com/players/183/277/21_60.png
182521,T. Kroos,30,Germany,CM,https://cdn.sofifa.com/players/182/521/21_60.png
194765,A. Griezmann,29,France,ST,https://cdn.sofifa.com/players/194/765/21_60.png
233049,J. Sancho,20,England,CAM,https://cdn.sofifa.com/players/233/049/21_60.png
231281,T. Alexander-Arnold,21,England,RB,https://cdn.sofifa.com/players/231/281/21_60.png
218667,Bernardo Silva,25,Portugal,RW,https://cdn.sofifa.com/players/218/667/21_60.png
216267,A. Robertson,26,Scotland,LB,https://cdn.sofifa.com/players/216/267/21_60.png
212218,A. Laporte,26,France,CB,https://cdn.sofifa.com/players/212/218/21_60.png
212198,Bruno Fernandes,25,Portugal,CAM,https://cdn.sofifa.com/players/212/198/21_60.png
209499,Fabinho,26,Brazil,CDM,https://cdn.sofifa.com/players/209/499/21_60.png
200104,H. Son,27,Korea Republic,LM,https://cdn.sofifa.com/players/200/104/21_60.png
201942,Roberto Firmino,28,Brazil,CF,https://cdn.sofifa.com/players/201/942/21_60.png
193041,K. Navas,33,Costa Rica,GK,https://cdn.sofifa.com/players/193/041/21_60.png
138956,G. Chiellini,35,Italy,CB,https://cdn.sofifa.com/players/138/956/21_60.png
189511,Sergio Busquets,31,Spain,CDM,https://cdn.sofifa.com/players/189/511/21_60.png
188567,P. Aubameyang,31,Gabon,ST,https://cdn.sofifa.com/players/188/567/21_60.png
186153,W. Szczęsny,30,Poland,GK,https://cdn.sofifa.com/players/186/153/21_60.png
183898,A. Di María,32,Argentina,RW,https://cdn.sofifa.com/players/183/898/21_60.png
177003,L. Modrić,34,Croatia,CM,https://cdn.sofifa.com/players/177/003/21_60.png
176580,L. Suárez,33,Uruguay,ST,https://cdn.sofifa.com/players/176/580/21_60.png
167948,H. Lloris,33,France,GK,https://cdn.sofifa.com/players/167/948/21_60.png
192387,C. Immobile,30,Italy,ST,https://cdn.sofifa.com/players/192/387/21_60.png
189596,T. Müller,30,Germany,CAM,https://cdn.sofifa.com/players/189/596/21_60.png
193080,De Gea,29,Spain,GK,https://cdn.sofifa.com/players/193/080/21_60.png
204963,Carvajal,28,Spain,RB,https://cdn.sofifa.com/players/204/963/21_60.png
201535,R. Varane,27,France,CB,https://cdn.sofifa.com/players/201/535/21_60.png
199556,M. Verratti,27,Italy,CM,https://cdn.sofifa.com/players/199/556/21_60.png
195864,P. Pogba,27,France,CM,https://cdn.sofifa.com/players/195/864/21_60.png
208830,J. Vardy,33,England,ST,https://cdn.sofifa.com/players/208/830/21_60.png
152729,Piqué,33,Spain,CB,https://cdn.sofifa.com/players/152/729/21_60.png
178603,M. Hummels,31,Germany,CB,https://cdn.sofifa.com/players/178/603/21_60.png
177683,Y. Sommer,31,Switzerland,GK,https://cdn.sofifa.com/players/177/683/21_60.png
168542,David Silva,34,Spain,CAM,https://cdn.sofifa.com/players/168/542/21_60.png
143076,A. Gómez,32,Argentina,CAM,https://cdn.sofifa.com/players/143/076/21_60.png
189332,Jordi Alba,31,Spain,LB,https://cdn.sofifa.com/players/189/332/21_60.png
183711,J. Henderson,30,England,CDM,https://cdn.sofifa.com/players/183/711/21_60.png
231866,Rodri,24,Spain,CDM,https://cdn.sofifa.com/players/231/866/21_60.png
223848,S. Milinković-Savić,25,Serbia,CM,https://cdn.sofifa.com/players/223/848/21_60.png
202556,M. Depay,26,Netherlands,CAM,https://cdn.sofifa.com/players/202/556/21_60.png
235790,K. Havertz,21,Germany,CAM,https://cdn.sofifa.com/players/235/790/21_60.png
235243,M. de Ligt,20,Netherlands,CB,https://cdn.sofifa.com/players/235/243/21_60.png
232363,M. Škriniar,25,Slovakia,CB,https://cdn.sofifa.com/players/232/363/21_60.png
231677,M. Rashford,22,England,RM,https://cdn.sofifa.com/players/231/677/21_60.png
230621,G. Donnarumma,21,Italy,GK,https://cdn.sofifa.com/players/230/621/21_60.png
206113,S. Gnabry,24,Germany,RM,https://cdn.sofifa.com/players/206/113/21_60.png
222492,L. Sané,24,Germany,LM,https://cdn.sofifa.com/players/222/492/21_60.png
208670,H. Ziyech,27,Morocco,CAM,https://cdn.sofifa.com/players/208/670/21_60.png
220440,C. Lenglet,25,France,CB,https://cdn.sofifa.com/players/220/440/21_60.png
207865,Marquinhos,26,Brazil,CB,https://cdn.sofifa.com/players/207/865/21_60.png
204485,R. Mahrez,29,Algeria,RW,https://cdn.sofifa.com/players/204/485/21_60.png
210243,Ricardo Pereira,26,Portugal,RB,https://cdn.sofifa.com/players/210/243/21_60.png
212188,T. Werner,24,Germany,ST,https://cdn.sofifa.com/players/212/188/21_60.png
189513,Parejo,31,Spain,CM,https://cdn.sofifa.com/players/189/513/21_60.png
201399,M. Icardi,27,Argentina,ST,https://cdn.sofifa.com/players/201/399/21_60.png
228702,F. de Jong,23,Netherlands,CM,https://cdn.sofifa.com/players/228/702/21_60.png
198219,L. Insigne,29,Italy,LW,https://cdn.sofifa.com/players/198/219/21_60.png
184087,T. Alderweireld,31,Belgium,CB,https://cdn.sofifa.com/players/184/087/21_60.png
164240,Thiago Silva,35,Brazil,CB,https://cdn.sofifa.com/players/164/240/21_60.png
193747,Koke,28,Spain,CM,https://cdn.sofifa.com/players/193/747/21_60.png
192563,B. Leno,28,Germany,GK,https://cdn.sofifa.com/players/192/563/21_60.png
192505,R. Lukaku,27,Belgium,ST,https://cdn.sofifa.com/players/192/505/21_60.png
191043,Alex Sandro,29,Brazil,LB,https://cdn.sofifa.com/players/191/043/21_60.png
189509,Thiago,29,Spain,CM,https://cdn.sofifa.com/players/189/509/21_60.png
188377,K. Walker,30,England,RB,https://cdn.sofifa.com/players/188/377/21_60.png
190460,C. Eriksen,28,Denmark,CAM,https://cdn.sofifa.com/players/190/460/21_60.png
185122,P. Gulácsi,30,Hungary,GK,https://cdn.sofifa.com/players/185/122/21_60.png
184344,L. Bonucci,33,Italy,CB,https://cdn.sofifa.com/players/184/344/21_60.png
175943,D. Mertens,33,Belgium,CF,https://cdn.sofifa.com/players/175/943/21_60.png
198706,Luis Alberto,27,Spain,CAM,https://cdn.sofifa.com/players/198/706/21_60.png
182493,D. Godín,34,Uruguay,CB,https://cdn.sofifa.com/players/182/493/21_60.png
181291,G. Wijnaldum,29,Netherlands,CM,https://cdn.sofifa.com/players/181/291/21_60.png
180206,M. Pjanić,30,Bosnia Herzegovina,CM,https://cdn.sofifa.com/players/180/206/21_60.png
188350,M. Reus,31,Germany,CAM,https://cdn.sofifa.com/players/188/350/21_60.png
226790,W. Ndidi,23,Nigeria,CB,https://cdn.sofifa.com/players/226/790/21_60.png
216460,J. Giménez,25,Uruguay,CB,https://cdn.sofifa.com/players/216/460/21_60.png
226753,A. Onana,24,Cameroon,GK,https://cdn.sofifa.com/players/226/753/21_60.png
212194,J. Brandt,24,Germany,CAM,https://cdn.sofifa.com/players/212/194/21_60.png
230142,Oyarzabal,23,Spain,CAM,https://cdn.sofifa.com/players/230/142/21_60.png
231478,L. Martínez,22,Argentina,ST,https://cdn.sofifa.com/players/231/478/21_60.png
239085,E. Haaland,19,Norway,ST,https://cdn.sofifa.com/players/239/085/21_60.png
212462,Alex Telles,27,Brazil,LB,https://cdn.sofifa.com/players/212/462/21_60.png
213345,K. Coman,24,France,RM,https://cdn.sofifa.com/players/213/345/21_60.png
210035,Grimaldo,24,Spain,LWB,https://cdn.sofifa.com/players/210/035/21_60.png
230658,Arthur,23,Brazil,CM,https://cdn.sofifa.com/players/230/658/21_60.png
212190,N. Süle,24,Germany,CB,https://cdn.sofifa.com/players/212/190/21_60.png
209889,R. Guerreiro,26,Portugal,CAM,https://cdn.sofifa.com/players/209/889/21_60.png
211300,A. Martial,24,France,ST,https://cdn.sofifa.com/players/211/300/21_60.png
207863,Felipe,31,Brazil,CB,https://cdn.sofifa.com/players/207/863/21_60.png
209658,L. Goretzka,25,Germany,CM,https://cdn.sofifa.com/players/209/658/21_60.png
208421,Saúl,25,Spain,CM,https://cdn.sofifa.com/players/208/421/21_60.png
209989,T. Partey,27,Ghana,CDM,https://cdn.sofifa.com/players/209/989/21_60.png
199451,W. Ben Yedder,29,France,CF,https://cdn.sofifa.com/players/199/451/21_60.png
211256,N. Tagliafico,27,Argentina,LB,https://cdn.sofifa.com/players/211/256/21_60.png
204838,R. Jiménez,29,Mexico,ST,https://cdn.sofifa.com/players/204/838/21_60.png
216352,M. Brozović,27,Croatia,CDM,https://cdn.sofifa.com/players/216/352/21_60.png
200458,L. Digne,26,France,LB,https://cdn.sofifa.com/players/200/458/21_60.png
189117,R. Bürki,29,Switzerland,GK,https://cdn.sofifa.com/players/189/117/21_60.png
200647,J. Iličić,32,Slovenia,CAM,https://cdn.sofifa.com/players/200/647/21_60.png
185020,José Callejón,33,Spain,RM,https://cdn.sofifa.com/players/185/020/21_60.png
197965,Pizzi,30,Portugal,RM,https://cdn.sofifa.com/players/197/965/21_60.png
197781,Isco,28,Spain,CAM,https://cdn.sofifa.com/players/197/781/21_60.png
197445,D. Alaba,28,Austria,CB,https://cdn.sofifa.com/players/197/445/21_60.png
193474,I. Gueye,30,Senegal,CDM,https://cdn.sofifa.com/players/193/474/21_60.png
193165,J. Corona,27,Mexico,RM,https://cdn.sofifa.com/players/193/165/21_60.png
192629,Iago Aspas,32,Spain,ST,https://cdn.sofifa.com/players/192/629/21_60.png
190483,Douglas Costa,29,Brazil,LM,https://cdn.sofifa.com/players/190/483/21_60.png
198176,S. de Vrij,28,Netherlands,CB,https://cdn.sofifa.com/players/198/176/21_60.png
135507,Fernandinho,35,Brazil,CB,https://cdn.sofifa.com/players/135/507/21_60.png
176266,Lucas Leiva,33,Brazil,CDM,https://cdn.sofifa.com/players/176/266/21_60.png
184432,Azpilicueta,30,Spain,RB,https://cdn.sofifa.com/players/184/432/21_60.png
168435,S. Sirigu,33,Italy,GK,https://cdn.sofifa.com/players/168/435/21_60.png
163587,K. Schmeichel,33,Denmark,GK,https://cdn.sofifa.com/players/163/587/21_60.png
177413,A. Witsel,31,Belgium,CDM,https://cdn.sofifa.com/players/177/413/21_60.png
178005,Rui Patrício,32,Portugal,GK,https://cdn.sofifa.com/players/178/005/21_60.png
179813,E. Cavani,33,Uruguay,ST,https://cdn.sofifa.com/players/179/813/21_60.png
146536,Jesús Navas,34,Spain,RB,https://cdn.sofifa.com/players/146/536/21_60.png
235212,A. Hakimi,21,Morocco,RM,https://cdn.sofifa.com/players/235/212/21_60.png
228618,F. Mendy,25,France,LB,https://cdn.sofifa.com/players/228/618/21_60.png
231443,O. Dembélé,23,France,LM,https://cdn.sofifa.com/players/231/443/21_60.png
203486,T. Hazard,27,Belgium,LM,https://cdn.sofifa.com/players/203/486/21_60.png
230481,Ronaldo Cabrais,28,Brazil,RM,https://cdn.sofifa.com/players/230/481/21_60.png
229880,A. Wan-Bissaka,22,England,RB,https://cdn.sofifa.com/players/229/880/21_60.png
229261,D. Zakaria,23,Switzerland,CDM,https://cdn.sofifa.com/players/229/261/21_60.png
216594,N. Fekir,26,France,CAM,https://cdn.sofifa.com/players/216/594/21_60.png
224334,M. Acuña,28,Argentina,LB,https://cdn.sofifa.com/players/224/334/21_60.png
225953,S. Bergwijn,22,Netherlands,CAM,https://cdn.sofifa.com/players/225/953/21_60.png
225100,J. Gomez,23,England,CB,https://cdn.sofifa.com/players/225/100/21_60.png
222665,M. Ødegaard,21,Norway,CAM,https://cdn.sofifa.com/players/222/665/21_60.png
221363,D. van de Beek,23,Netherlands,CM,https://cdn.sofifa.com/players/221/363/21_60.png
221087,Pau López,25,Spain,GK,https://cdn.sofifa.com/players/221/087/21_60.png
220407,M. Dúbravka,31,Slovakia,GK,https://cdn.sofifa.com/players/220/407/21_60.png
219693,Diego Carlos,27,Brazil,CB,https://cdn.sofifa.com/players/219/693/21_60.png
239053,F. Valverde,21,Uruguay,CM,https://cdn.sofifa.com/players/239/053/21_60.png
208093,Gerard Moreno,28,Spain,ST,https://cdn.sofifa.com/players/208/093/21_60.png
230666,Gabriel Jesus,23,Brazil,ST,https://cdn.sofifa.com/players/230/666/21_60.png
216547,Rafa,27,Portugal,LM,https://cdn.sofifa.com/players/216/547/21_60.png
200949,Lucas Moura,27,Brazil,RM,https://cdn.sofifa.com/players/200/949/21_60.png
212151,T. Strakosha,25,Albania,GK,https://cdn.sofifa.com/players/212/151/21_60.png
208574,F. Kostić,27,Serbia,LM,https://cdn.sofifa.com/players/208/574/21_60.png
211688,Gayà,25,Spain,LWB,https://cdn.sofifa.com/players/211/688/21_60.png
211117,D. Alli,24,England,CAM,https://cdn.sofifa.com/players/211/117/21_60.png
210514,João Cancelo,26,Portugal,RWB,https://cdn.sofifa.com/players/210/514/21_60.png
210413,A. Romagnoli,25,Italy,CB,https://cdn.sofifa.com/players/210/413/21_60.png
205069,Juan Bernat,27,Spain,LB,https://cdn.sofifa.com/players/205/069/21_60.png
205678,E. Višća,30,Bosnia Herzegovina,RM,https://cdn.sofifa.com/players/205/678/21_60.png
205600,S. Umtiti,26,France,CB,https://cdn.sofifa.com/players/205/600/21_60.png
205498,Jorginho,28,Italy,CM,https://cdn.sofifa.com/players/205/498/21_60.png
205070,Portu,28,Spain,RW,https://cdn.sofifa.com/players/205/070/21_60.png
204923,M. Sabitzer,26,Austria,CAM,https://cdn.sofifa.com/players/204/923/21_60.png
215333,D. Zapata,29,Colombia,ST,https://cdn.sofifa.com/players/215/333/21_60.png
207410,M. Kovačić,26,Croatia,CM,https://cdn.sofifa.com/players/207/410/21_60.png
227928,Nélson Semedo,26,Portugal,RWB,https://cdn.sofifa.com/players/227/928/21_60.png
184134,Fernando,32,Brazil,CDM,https://cdn.sofifa.com/players/184/134/21_60.png
199434,D. Tadić,31,Serbia,CF,https://cdn.sofifa.com/players/199/434/21_60.png
170890,B. Matuidi,33,France,CDM,https://cdn.sofifa.com/players/170/890/21_60.png
186345,K. Trippier,29,England,RB,https://cdn.sofifa.com/players/186/345/21_60.png
199564,Sergi Roberto,28,Spain,RB,https://cdn.sofifa.com/players/199/564/21_60.png
199482,A. Lopes,29,Portugal,GK,https://cdn.sofifa.com/players/199/482/21_60.png
199042,C. Aránguiz,31,Chile,CDM,https://cdn.sofifa.com/players/199/042/21_60.png
197061,J. Matip,28,Cameroon,CB,https://cdn.sofifa.com/players/197/061/21_60.png
193314,Aitor,29,Spain,GK,https://cdn.sofifa.com/players/193/314/21_60.png
193301,A. Lacazette,29,France,ST,https://cdn.sofifa.com/players/193/301/21_60.png
198717,W. Zaha,27,Ivory Coast,LM,https://cdn.sofifa.com/players/198/717/21_60.png
192774,K. Manolas,29,Greece,CB,https://cdn.sofifa.com/players/192/774/21_60.png
190941,L. Hrádecký,30,Finland,GK,https://cdn.sofifa.com/players/190/941/21_60.png
189575,Muniain,27,Spain,LW,https://cdn.sofifa.com/players/189/575/21_60.png
189242,Coutinho,28,Brazil,CAM,https://cdn.sofifa.com/players/189/242/21_60.png
188152,Oscar,28,Brazil,CAM,https://cdn.sofifa.com/players/188/152/21_60.png
192984,K. Casteels,28,Belgium,GK,https://cdn.sofifa.com/players/192/984/21_60.png
199845,F. Acerbi,32,Italy,CB,https://cdn.sofifa.com/players/199/845/21_60.png
186942,I. Gündoğan,29,Germany,CM,https://cdn.sofifa.com/players/186/942/21_60.png
188943,K. Trapp,29,Germany,GK,https://cdn.sofifa.com/players/188/943/21_60.png
187961,Paulinho,31,Brazil,CM,https://cdn.sofifa.com/players/187/961/21_60.png
183512,Yuri Berchiche,30,Spain,LB,https://cdn.sofifa.com/players/183/512/21_60.png
199914,Allan,29,Brazil,CDM,https://cdn.sofifa.com/players/199/914/21_60.png
181872,A. Vidal,33,Chile,CM,https://cdn.sofifa.com/players/181/872/21_60.png
180930,E. Džeko,34,Bosnia Herzegovina,ST,https://cdn.sofifa.com/players/180/930/21_60.png
178518,R. Nainggolan,32,Belgium,CDM,https://cdn.sofifa.com/players/178/518/21_60.png
176676,Marcelo,32,Brazil,LB,https://cdn.sofifa.com/players/176/676/21_60.png
173731,G. Bale,30,Wales,RW,https://cdn.sofifa.com/players/173/731/21_60.png
178562,E. Banega,32,Argentina,CM,https://cdn.sofifa.com/players/178/562/21_60.png
172871,J. Vertonghen,33,Belgium,CB,https://cdn.sofifa.com/players/172/871/21_60.png
163705,S. Mandanda,35,France,GK,https://cdn.sofifa.com/players/163/705/21_60.png
41236,Z. Ibrahimović,38,Sweden,ST,https://cdn.sofifa.com/players/041/236/21_60.png
169416,C. Vela,31,Mexico,RW,https://cdn.sofifa.com/players/169/416/21_60.png
162347,João Moutinho,33,Portugal,CM,https://cdn.sofifa.com/players/162/347/21_60.png
167664,G. Higuaín,32,Argentina,ST,https://cdn.sofifa.com/players/167/664/21_60.png
169195,Renato Augusto,32,Brazil,CM,https://cdn.sofifa.com/players/169/195/21_60.png
220814,L. Hernández,24,France,CB,https://cdn.sofifa.com/players/220/814/21_60.png
217940,D. Djené,28,Togo,CB,https://cdn.sofifa.com/players/217/940/21_60.png
204970,F. Thauvin,27,France,RW,https://cdn.sofifa.com/players/204/970/21_60.png
236583,J. Pavlenka,28,Czech Republic,GK,https://cdn.sofifa.com/players/236/583/21_60.png
230375,Josué Chiamulera,28,Brazil,CB,https://cdn.sofifa.com/players/230/375/21_60.png
226226,G. Lo Celso,24,Argentina,CAM,https://cdn.sofifa.com/players/226/226/21_60.png
226161,Marcos Llorente,25,Spain,CM,https://cdn.sofifa.com/players/226/161/21_60.png
226110,N. Pépé,25,Ivory Coast,LM,https://cdn.sofifa.com/players/226/110/21_60.png
225375,K. Laimer,23,Austria,CDM,https://cdn.sofifa.com/players/225/375/21_60.png
224293,Rúben Neves,23,Portugal,CM,https://cdn.sofifa.com/players/224/293/21_60.png
223952,David Soria,27,Spain,GK,https://cdn.sofifa.com/players/223/952/21_60.png
223697,R. Gosens,25,Germany,LM,https://cdn.sofifa.com/players/223/697/21_60.png
220834,Marco Asensio,24,Spain,CAM,https://cdn.sofifa.com/players/220/834/21_60.png
208418,Y. Carrasco,26,Belgium,LM,https://cdn.sofifa.com/players/208/418/21_60.png
245279,Reguilón,23,Spain,LB,https://cdn.sofifa.com/players/245/279/21_60.png
216354,A. Kramarić,29,Croatia,ST,https://cdn.sofifa.com/players/216/354/21_60.png
208808,Q. Promes,28,Netherlands,CAM,https://cdn.sofifa.com/players/208/808/21_60.png
215698,M. Maignan,24,France,GK,https://cdn.sofifa.com/players/215/698/21_60.png
205632,L. Ocampos,25,Argentina,ST,https://cdn.sofifa.com/players/205/632/21_60.png
206585,Kepa,25,Spain,GK,https://cdn.sofifa.com/players/206/585/21_60.png
208333,E. Can,26,Germany,CB,https://cdn.sofifa.com/players/208/333/21_60.png
207862,M. Ginter,26,Germany,CB,https://cdn.sofifa.com/players/207/862/21_60.png
209960,Pacheco,28,Spain,GK,https://cdn.sofifa.com/players/209/960/21_60.png
210665,M. Halstenberg,28,Germany,LB,https://cdn.sofifa.com/players/210/665/21_60.png
212523,Anderson Talisca,26,Brazil,CAM,https://cdn.sofifa.com/players/212/523/21_60.png
214997,A. Correa,25,Argentina,CAM,https://cdn.sofifa.com/players/214/997/21_60.png
215316,G. Rulli,28,Argentina,GK,https://cdn.sofifa.com/players/215/316/21_60.png
226271,Fabián,24,Spain,CM,https://cdn.sofifa.com/players/226/271/21_60.png
204120,T. Vaclík,31,Czech Republic,GK,https://cdn.sofifa.com/players/204/120/21_60.png
230168,Raphaelito Anjos,32,Brazil,GK,https://cdn.sofifa.com/players/230/168/21_60.png
203263,H. Maguire,27,England,CB,https://cdn.sofifa.com/players/203/263/21_60.png
190815,D. Blind,30,Netherlands,CB,https://cdn.sofifa.com/players/190/815/21_60.png
203841,N. Pope,28,England,GK,https://cdn.sofifa.com/players/203/841/21_60.png
198329,Rodrigo,29,Spain,ST,https://cdn.sofifa.com/players/198/329/21_60.png
193105,A. Areola,27,France,GK,https://cdn.sofifa.com/players/193/105/21_60.png
193525,Mário Fernandes,29,Russia,RWB,https://cdn.sofifa.com/players/193/525/21_60.png
194404,Neto,30,Brazil,GK,https://cdn.sofifa.com/players/194/404/21_60.png
198009,M. Perin,27,Italy,GK,https://cdn.sofifa.com/players/198/009/21_60.png
201095,A. Marchesín,32,Argentina,GK,https://cdn.sofifa.com/players/201/095/21_60.png
198710,J. Rodríguez,28,Colombia,CAM,https://cdn.sofifa.com/players/198/710/21_60.png
200888,Danilo Pereira,28,Portugal,CDM,https://cdn.sofifa.com/players/200/888/21_60.png
201153,Morata,27,Spain,ST,https://cdn.sofifa.com/players/201/153/21_60.png
201305,Gabriel Paulista,29,Brazil,CB,https://cdn.sofifa.com/players/201/305/21_60.png
190286,Canales,29,Spain,CAM,https://cdn.sofifa.com/players/190/286/21_60.png
202857,K. Bellarabi,30,Germany,RM,https://cdn.sofifa.com/players/202/857/21_60.png
193698,O. Baumann,30,Germany,GK,https://cdn.sofifa.com/players/193/698/21_60.png
178750,Sergio Asenjo,31,Spain,GK,https://cdn.sofifa.com/players/178/750/21_60.png
177457,L. Bender,31,Germany,RB,https://cdn.sofifa.com/players/177/457/21_60.png
1179,G. Buffon,42,Italy,GK,https://cdn.sofifa.com/players/001/179/21_60.png
186561,A. Ramsey,29,Wales,CM,https://cdn.sofifa.com/players/186/561/21_60.png
157481,Raúl Albiol,34,Spain,CB,https://cdn.sofifa.com/players/157/481/21_60.png
176635,M. Özil,31,Germany,CAM,https://cdn.sofifa.com/players/176/635/21_60.png
177388,D. Payet,33,France,LW,https://cdn.sofifa.com/players/177/388/21_60.png
168651,I. Rakitić,32,Croatia,CM,https://cdn.sofifa.com/players/168/651/21_60.png
180403,Willian,31,Brazil,RW,https://cdn.sofifa.com/players/180/403/21_60.png
184200,M. Arnautović,31,Austria,ST,https://cdn.sofifa.com/players/184/200/21_60.png
182494,F. Muslera,34,Uruguay,GK,https://cdn.sofifa.com/players/182/494/21_60.png
185103,A. Kolarov,34,Serbia,LB,https://cdn.sofifa.com/players/185/103/21_60.png
183907,J. Boateng,31,Germany,CB,https://cdn.sofifa.com/players/183/907/21_60.png
181458,I. Perišić,31,Croatia,LM,https://cdn.sofifa.com/players/181/458/21_60.png
234906,H. Aouar,22,France,CAM,https://cdn.sofifa.com/players/234/906/21_60.png
235374,M. Lazzari,26,Italy,RM,https://cdn.sofifa.com/players/235/374/21_60.png
239231,Cucurella,21,Spain,LM,https://cdn.sofifa.com/players/239/231/21_60.png
239818,Rúben Dias,23,Portugal,CB,https://cdn.sofifa.com/players/239/818/21_60.png
241852,M. Diaby,20,France,LM,https://cdn.sofifa.com/players/241/852/21_60.png
241461,Ferran Torres,20,Spain,RM,https://cdn.sofifa.com/players/241/461/21_60.png
242444,João Félix,20,Portugal,CAM,https://cdn.sofifa.com/players/242/444/21_60.png
251573,Renan Lodi,22,Brazil,LB,https://cdn.sofifa.com/players/251/573/21_60.png
233419,Raphinha,23,Brazil,LM,https://cdn.sofifa.com/players/233/419/21_60.png
207877,J. Martínez,27,Venezuela,ST,https://cdn.sofifa.com/players/207/877/21_60.png
234396,A. Davies,19,Canada,LB,https://cdn.sofifa.com/players/234/396/21_60.png
230258,Rosberto Dourado,20,Brazil,CDM,https://cdn.sofifa.com/players/230/258/21_60.png
231943,Richarlison,23,Brazil,ST,https://cdn.sofifa.com/players/231/943/21_60.png
230430,Oswaldinato,28,Brazil,ST,https://cdn.sofifa.com/players/230/430/21_60.png
230384,Nuno Padrenda,24,Brazil,CAM,https://cdn.sofifa.com/players/230/384/21_60.png
230347,Welington Dano,20,Brazil,LB,https://cdn.sofifa.com/players/230/347/21_60.png
230294,Louri Beretta,28,Brazil,ST,https://cdn.sofifa.com/players/230/294/21_60.png
230256,Adryan Zonta,28,Brazil,LWB,https://cdn.sofifa.com/players/230/256/21_60.png
230225,Juiano Mestres,24,Brazil,CB,https://cdn.sofifa.com/players/230/225/21_60.png
229984,B. Chilwell,23,England,LB,https://cdn.sofifa.com/players/229/984/21_60.png
227796,C. Pulisic,21,United States,RM,https://cdn.sofifa.com/players/227/796/21_60.png
236792,T. Souček,25,Czech Republic,CDM,https://cdn.sofifa.com/players/236/792/21_60.png
227290,M. Dmitrović,28,Serbia,GK,https://cdn.sofifa.com/players/227/290/21_60.png
223689,W. Weghorst,27,Netherlands,ST,https://cdn.sofifa.com/players/223/689/21_60.png
225850,P. Kimpembe,24,France,CB,https://cdn.sofifa.com/players/225/850/21_60.png
216189,Capa,28,Spain,RB,https://cdn.sofifa.com/players/216/189/21_60.png
205988,L. Shaw,24,England,LB,https://cdn.sofifa.com/players/205/988/21_60.png
216393,Y. Tielemans,23,Belgium,CM,https://cdn.sofifa.com/players/216/393/21_60.png
216409,M. Politano,26,Italy,RM,https://cdn.sofifa.com/players/216/409/21_60.png
220697,J. Maddison,23,England,CAM,https://cdn.sofifa.com/players/220/697/21_60.png
220971,N. Keïta,25,Guinea,CAM,https://cdn.sofifa.com/players/220/971/21_60.png
222716,Everton,24,Brazil,CAM,https://cdn.sofifa.com/players/222/716/21_60.png
223959,L. Torreira,24,Uruguay,CDM,https://cdn.sofifa.com/players/223/959/21_60.png
216201,Iñaki Williams,26,Spain,ST,https://cdn.sofifa.com/players/216/201/21_60.png
220793,D. Sánchez,24,Colombia,CB,https://cdn.sofifa.com/players/220/793/21_60.png
210455,Jonny,26,Spain,LWB,https://cdn.sofifa.com/players/210/455/21_60.png
