Player_ID,Club_ID,Value_Num_in_EUR,Wage_Num_in_EUR,Release Clause_Num_in_EUR,OVA,POT,Age
183711,7,57000000,140000,67500000,86,86,30
231866,4,66500000,145000,84700000,85,88,24
223848,16,74500000,95000,87000000,85,89,25
202556,21,71500000,115000,95800000,85,88,26
235790,9,121000000,105000,119700000,85,93,21
235243,2,99000000,81000,91600000,85,92,20
232363,11,67000000,130000,79000000,85,89,25
231677,14,86500000,150000,111300000,85,91,22
230621,22,93500000,34000,78900000,85,92,21
206113,6,70000000,100000,81900000,85,87,24
222492,6,81500000,100000,88800000,85,90,24
208670,9,62000000,140000,86900000,85,86,27
220440,1,67000000,190000,94600000,85,89,25
207865,5,66000000,115000,84700000,85,89,26
204485,4,53000000,210000,69400000,85,85,29
210243,17,58000000,120000,78000000,85,86,26
212188,9,74500000,135000,97800000,85,88,24
189513,23,44000000,59000,69300000,85,85,31
201399,5,63000000,135000,86600000,85,86,27
228702,1,81000000,190000,107300000,85,90,23
198219,12,53000000,120000,63800000,85,85,29
184087,10,37000000,130000,54200000,85,85,31
164240,9,14500000,95000,21900000,85,85,35
193747,3,54000000,90000,77900000,85,85,28
192563,15,46000000,105000,66200000,85,87,28
192505,11,63000000,165000,79900000,85,86,27
191043,2,47500000,120000,52000000,85,85,29
189509,7,52500000,150000,68500000,85,85,29
188377,4,46500000,170000,56400000,85,85,30
190460,11,54500000,155000,66300000,85,85,28
185122,24,36000000,65000,44200000,85,85,30
184344,2,26000000,110000,29700000,85,85,33
175943,12,34500000,115000,40800000,85,85,33
198706,16,57500000,100000,68900000,85,85,27
182493,25,17500000,56000,24700000,85,85,34
181291,7,52500000,150000,68500000,85,85,29
180206,1,51500000,220000,72800000,85,85,30
188350,13,44500000,95000,57800000,85,85,31
226790,17,55000000,95000,72100000,84,88,23
216460,3,52500000,71000,76500000,84,88,25
226753,26,48000000,18000,44300000,84,88,24
212194,13,60500000,75000,71900000,84,88,24
230142,19,66500000,47000,97800000,84,90,23
231478,11,86500000,130000,84600000,84,91,22
239085,13,92000000,56000,85500000,84,92,19
212462,14,44500000,145000,61200000,84,85,27
213345,6,60500000,95000,69900000,84,88,24
210035,27,56000000,20000,73700000,84,88,24
230658,2,63500000,100000,70700000,84,89,23
212190,6,57500000,84000,64700000,84,89,24
209889,13,49500000,86000,64800000,84,85,26
211300,14,61000000,155000,81000000,84,88,24
207863,3,29000000,74000,47200000,84,84,31
209658,6,58500000,105000,68100000,84,88,25
208421,3,55500000,78000,81800000,84,87,25
209989,15,48000000,120000,69100000,84,85,27
199451,28,42000000,90000,58900000,84,84,29
211256,26,40500000,27000,38500000,84,84,27
204838,29,42000000,140000,58900000,84,84,29
216352,11,43000000,125000,56800000,84,85,27
200458,30,45500000,110000,62200000,84,85,26
189117,13,32500000,68000,44400000,84,85,29
200647,20,34000000,90000,42500000,84,84,32
185020,31,26500000,85000,32299999,84,84,33
197965,27,40500000,25000,59000000,84,84,30
197781,8,42500000,210000,64599999,84,84,28
197445,6,36500000,105000,45400000,84,84,28
193474,5,35500000,105000,47200000,84,84,30
193165,32,45000000,25000,65000000,84,84,27
192629,33,34000000,46000,52500000,84,84,32
190483,6,41500000,110000,50300000,84,84,29
198176,11,40000000,130000,54100000,84,85,28
135507,4,11000000,110000,17600000,84,84,35
176266,16,21000000,83000,25500000,84,84,33
184432,9,36500000,120000,46600000,84,84,30
168435,34,13500000,54000,28900000,84,84,33
163587,17,13500000,90000,32299999,84,84,33
177413,13,29500000,79000,40000000,84,84,31
178005,29,21000000,90000,36100000,84,84,32
179813,14,27000000,175000,37100000,84,84,33
146536,35,15500000,43000,23100000,84,84,34
235212,11,56000000,90000,62100000,83,88,21
228618,8,49500000,160000,64800000,83,88,25
231443,1,57500000,175000,79900000,83,89,23
203486,13,38500000,79000,45900000,83,83,27
230481,36,36500000,49000,49400000,83,83,28
229880,14,52000000,115000,60200000,83,88,22
229261,18,47500000,45000,54100000,83,87,23
216594,37,43000000,38000,66300000,83,84,26
224334,35,33000000,41000,46200000,83,83,28
225953,10,56000000,105000,68100000,83,88,22
225100,7,49500000,95000,59700000,83,88,23
222665,8,58500000,135000,81000000,83,89,21
221363,14,52000000,125000,65200000,83,87,23
221087,38,42500000,25000,55500000,83,88,25
220407,39,19000000,47000,31400000,83,83,31
219693,35,38500000,39000,58700000,83,85,27
239053,8,73500000,135000,81000000,83,90,21
208093,23,37000000,56000,56700000,83,83,28
230666,4,52500000,150000,66400000,83,87,23
216547,27,38500000,23000,54000000,83,83,27
200949,10,38500000,120000,51300000,83,83,27
212151,16,42500000,58000,45300000,83,88,25
208574,40,38500000,45000,45900000,83,83,27
211688,41,49500000,46000,66300000,83,88,25
211117,10,52000000,105000,67200000,83,87,24
210514,4,43500000,140000,53900000,83,86,26
210413,22,45500000,51000,53300000,83,87,25
205069,5,38000000,95000,49100000,83,84,27
205678,42,35000000,59000,46600000,83,83,30
205600,1,42000000,170000,60600000,83,86,26
205498,9,36500000,125000,48500000,83,83,28
205070,19,36500000,50000,54600000,83,83,28
204923,24,44500000,74000,55000000,83,85,26
215333,20,36500000,87000,44200000,83,83,29
207410,9,47000000,120000,62200000,83,86,26
227928,29,43500000,100000,55300000,83,86,26
184134,35,24000000,39000,35700000,83,83,32
199434,26,30500000,30000,32900000,83,83,31
170890,43,18000000,14000,18800000,83,83,33
186345,3,32000000,71000,44100000,83,83,29
199564,1,33000000,175000,45100000,83,83,28
199482,21,28000000,69000,41500000,83,84,29
199042,44,25500000,79000,33200000,83,83,31
197061,7,34500000,115000,49100000,83,84,28
193314,45,25000000,31000,38900000,83,83,29
193301,15,36500000,125000,49400000,83,83,29
198717,46,38500000,82000,51300000,83,83,27
192774,12,33500000,84000,43500000,83,84,29
190941,44,24000000,64000,29800000,83,83,30
189575,47,38500000,41000,56700000,83,83,27
189242,1,36500000,190000,53300000,83,83,28
188152,48,36500000,25000,41600000,83,83,28
192984,49,31000000,53000,39900000,83,85,28
199845,16,23500000,75000,28100000,83,83,32
186942,4,35500000,160000,46300000,83,83,29
188943,40,25000000,35000,31500000,83,83,29
187961,50,30000000,39000,35200000,83,83,31
183512,47,31500000,35000,43100000,83,83,30
199914,30,35500000,115000,47500000,83,83,29
181872,11,22500000,125000,25500000,83,83,33
180930,38,17500000,39000,28400000,83,83,34
178518,11,29000000,125000,34000000,83,83,32
176676,8,25000000,170000,32799999,83,83,32
173731,10,35000000,200000,0,83,83,30
178562,51,28500000,55000,33200000,83,83,32
172871,27,17500000,21000,24000000,83,83,33
163705,52,4000000,28000,13300000,83,83,35
41236,22,12500000,49000,16200000,83,83,38
169416,53,30000000,17000,33800000,83,83,31
162347,29,22500000,110000,28500000,83,83,33
167664,43,29500000,17000,30800000,83,83,32
169195,54,28500000,33000,31200000,83,83,32
220814,6,41500000,70000,45700000,82,87,24
217940,55,29000000,39000,46800000,82,83,28
204970,52,32500000,59000,43700000,82,82,27
236583,56,24000000,32000,34700000,82,83,28
230375,36,26500000,41000,37100000,82,82,28
226226,10,46000000,95000,57300000,82,87,24
226161,3,40000000,65000,58400000,82,85,25
226110,15,40500000,100000,55300000,82,85,25
225375,24,40000000,53000,46200000,82,86,23
224293,29,46000000,89000,57300000,82,87,23
223952,55,28000000,30000,40200000,82,84,27
223697,20,34000000,68000,40800000,82,82,25
220834,8,43500000,160000,61600000,82,86,24
208418,3,33500000,68000,49200000,82,82,26
245279,10,58000000,85000,57800000,82,89,23
216354,57,30500000,56000,37400000,82,82,29
208808,26,30500000,26000,31500000,82,82,28
215698,58,34500000,31000,42500000,82,86,24
205632,35,36500000,40000,57600000,82,83,25
206585,9,33500000,76000,41500000,82,86,25
208333,13,37500000,72000,47000000,82,84,26
207862,18,31500000,48000,40800000,82,83,26
209960,59,26000000,28000,42400000,82,84,28
210665,24,27500000,65000,32299999,82,82,28
212523,50,40000000,36000,46100000,82,85,26
214997,3,40500000,65000,59500000,82,85,25
215316,23,26000000,35000,42400000,82,84,28
226271,12,48000000,70000,57000000,82,88,24
204120,35,16000000,29000,29400000,82,82,31
230168,36,15000000,32000,25700000,82,82,32
203263,14,34500000,120000,47400000,82,85,27
190815,26,25000000,23000,25200000,82,82,30
203841,60,24000000,59000,36500000,82,83,28
198329,61,30500000,140000,44000000,82,82,29
193105,62,32000000,71000,0,82,86,27
193525,63,27000000,60000,29600000,82,82,29
194404,1,20500000,125000,30800000,82,82,30
198009,64,28000000,20000,34700000,82,84,27
201095,32,15000000,16000,27000000,82,82,32
198710,30,30500000,105000,42800000,82,82,28
200888,5,27000000,20000,0,82,82,28
201153,2,35500000,100000,44900000,82,83,27
201305,41,28000000,46000,45700000,82,83,29
190286,37,29500000,36000,45200000,82,82,29
202857,44,29500000,79000,35700000,82,82,30
193698,57,20500000,37000,25500000,82,82,30
178750,23,16000000,34000,29400000,82,82,31
177457,44,22000000,72000,27200000,82,82,31
1179,2,3400000,41000,3600000,82,82,42
186561,2,29500000,100000,35500000,82,82,29
157481,23,10000000,41000,16800000,82,82,34
176635,15,25000000,100000,37100000,82,82,31
177388,52,19000000,59000,25700000,82,82,33
168651,35,24000000,39000,35700000,82,82,32
180403,15,25000000,110000,37100000,82,82,31
184200,48,25500000,24000,32000000,82,82,31
182494,65,5000000,64000,18100000,82,82,34
185103,11,11000000,105000,13600000,82,82,34
183907,6,21000000,82000,27200000,82,82,31
181458,11,25000000,115000,33200000,82,82,31
234906,21,57500000,65000,54600000,81,89,22
235374,16,30500000,70000,37300000,81,82,26
239231,55,58000000,28000,61000000,81,89,21
239818,4,37000000,105000,45100000,81,87,23
241852,44,51000000,54000,47500000,81,88,20
241461,4,56500000,95000,54300000,81,89,20
242444,3,62500000,52000,72000000,81,93,20
251573,3,38500000,49000,48400000,81,87,22
233419,61,37000000,100000,47700000,81,85,23
207877,66,30000000,14000,33100000,81,82,27
234396,6,53000000,40000,41600000,81,89,19
230258,67,25500000,31000,33299999,81,81,20
231943,30,52000000,90000,53600000,81,88,23
230430,68,26500000,56000,33299999,81,81,28
230384,69,29500000,43000,35100000,81,81,24
230347,70,0,0,0,81,81,20
230294,67,26500000,53000,35200000,81,81,28
230256,71,23500000,48000,28500000,81,81,28
230225,70,0,0,0,81,81,24
229984,9,34500000,79000,40500000,81,85,23
227796,9,41500000,83000,51500000,81,87,21
236792,72,34500000,46000,42500000,81,86,25
227290,73,20500000,30000,32600000,81,82,28
223689,49,28000000,62000,32299999,81,81,27
225850,5,33000000,69000,40400000,81,85,24
216189,47,23500000,31000,31500000,81,81,28
205988,14,31000000,95000,37500000,81,83,24
216393,17,36500000,82000,45400000,81,85,23
216409,12,28000000,105000,0,81,81,26
220697,17,37000000,82000,45400000,81,85,23
220971,7,35500000,95000,43300000,81,85,25
222716,27,39000000,17000,49800000,81,86,24
223959,3,33500000,74000,0,81,85,24
216201,47,34000000,35000,48900000,81,84,26
220793,10,31500000,79000,39500000,81,84,24
210455,29,31000000,86000,38500000,81,84,26
215998,74,24500000,24000,23100000,81,81,30
215330,16,34500000,73000,39900000,81,84,25
215223,75,25500000,35000,30600000,81,84,27
213565,3,37000000,54000,48900000,81,85,24
211990,27,29500000,14000,36300000,81,86,26
211591,21,37500000,72000,46400000,81,85,23
210008,2,30500000,83000,36200000,81,82,25
209297,14,28000000,115000,37500000,81,83,27
224411,41,40500000,39000,56400000,81,87,23
208461,20,22000000,63000,25500000,81,81,29
226851,6,34500000,65000,35400000,81,85,24
193283,13,22500000,64000,27200000,81,81,28
199575,76,13500000,21000,24200000,81,81,31
193348,7,26000000,105000,33299999,81,81,28
197655,77,21500000,19000,30000000,81,81,29
195365,24,25000000,65000,28900000,81,81,29
205659,25,27500000,32000,29300000,81,85,26
205452,9,27500000,90000,36500000,81,83,27
205175,12,34000000,81000,39900000,81,84,26
204935,30,26000000,70000,31600000,81,84,26
204639,3,24000000,60000,36100000,81,82,29
204399,78,21000000,27000,19600000,81,81,32
204259,44,23500000,60000,0,81,81,28
203551,5,22500000,85000,26800000,81,81,29
202651,35,28000000,39000,39900000,81,81,26
204884,4,31500000,115000,37500000,81,84,25
201995,32,27500000,53000,0,81,81,27
201417,10,23500000,95000,28500000,81,81,28
200610,28,28000000,68000,36100000,81,81,27
200454,23,31000000,45000,45700000,81,82,26
200260,79,26000000,23000,25200000,81,81,28
199987,41,13500000,33000,24200000,81,81,31
198950,5,26000000,100000,33299999,81,81,28
202371,13,23500000,64000,25500000,81,81,28
205693,72,32500000,58000,43500000,81,83,26
173426,80,13000000,26000,15400000,81,81,32
201119,81,22000000,1000,29400000,81,81,30
198164,54,25000000,28000,27200000,81,81,30
177458,44,17500000,66000,22100000,81,81,31
193082,2,18000000,80000,18200000,81,81,32
41,82,8000000,12000,7200000,81,81,36
192638,9,22500000,95000,27600000,81,81,29
192318,78,26000000,26000,25200000,81,81,28
190972,83,25500000,26000,24500000,81,81,29
187754,81,20500000,2000,29400000,81,81,32
183574,84,20500000,42000,25200000,81,81,32
179846,2,16000000,87000,17300000,81,81,33
177610,6,18000000,76000,22300000,81,81,31
188803,81,20500000,2000,29400000,81,81,32
173521,32,12500000,18000,17000000,81,81,33
171877,85,20000000,25000,20900000,81,81,32
167628,86,8500000,32000,19000000,81,81,33
164835,72,2900000,26000,9100000,81,81,35
163489,87,8500000,32000,16200000,81,81,33
156616,31,9000000,54000,11100000,81,81,37
156519,3,24500000,63000,33800000,81,81,30
120533,32,4600000,13000,7200000,81,81,37
205849,83,20000000,19000,21400000,81,82,29
153244,88,12500000,66000,15200000,81,81,34
245299,70,0,0,0,80,80,36
238794,8,50000000,95000,73600000,80,93,19
239207,41,32000000,40000,43500000,80,85,23
241671,89,24500000,900,33000000,80,85,25
244369,90,34000000,1000,49200000,80,86,22
245294,70,0,0,0,80,80,32
245308,70,0,0,0,80,80,32
245300,70,0,0,0,80,80,36
245304,70,0,0,0,80,80,32
245305,70,0,0,0,80,80,28
245309,70,0,0,0,80,80,28
245313,70,0,0,0,80,80,28
235569,10,42000000,82000,43100000,80,87,23
205923,10,22000000,86000,28600000,80,81,27
236632,26,32000000,21000,29500000,80,85,23
232411,24,34000000,51000,39000000,80,86,22
233306,14,36000000,70000,33600000,80,87,23
232119,17,29000000,69000,35600000,80,85,24
240130,8,40000000,115000,42800000,80,87,22
230869,47,27000000,18000,35700000,80,86,23
233064,9,43000000,70000,44100000,80,87,21
232665,55,29000000,28000,39200000,80,85,24
232656,22,30000000,37000,31100000,80,85,22
232432,8,33000000,140000,42500000,80,85,22
230313,69,13500000,43000,17100000,80,80,32
228093,18,34000000,43000,39000000,80,86,22
227813,4,29500000,95000,33700000,80,85,23
230271,91,24000000,23000,31400000,80,80,20
251700,70,0,0,0,80,80,31
230201,67,22000000,34000,26600000,80,80,24
229906,44,32500000,59000,35500000,80,85,22
229668,3,25000000,51000,35100000,80,83,25
227950,47,25000000,26000,35900000,80,83,25
226166,24,40500000,46000,35200000,80,87,22
227127,19,23000000,25000,30500000,80,84,25
223724,18,20500000,41000,22100000,80,80,27
222509,15,31500000,125000,0,80,85,23
225193,19,33000000,31000,46000000,80,86,24
216388,39,33500000,43000,43100000,80,86,23
230204,68,18000000,28000,20700000,80,80,24
224458,7,33500000,90000,42000000,80,86,23
224232,11,42000000,86000,39000000,80,87,23
223874,52,27500000,45000,36500000,80,83,25
210411,32,28000000,17000,38400000,80,83,25
222331,24,29000000,46000,32000000,80,85,24
221992,12,29000000,66000,33700000,80,83,24
221660,14,26500000,100000,33600000,80,84,25
220651,24,29500000,95000,0,80,85,23
219985,11,18500000,95000,22100000,80,80,28
219683,6,27500000,74000,31900000,80,83,25
214979,92,21000000,17000,25300000,80,83,26
210406,12,27500000,69000,32000000,80,83,26
213648,10,27500000,74000,34600000,80,84,24
206467,18,24500000,49000,31100000,80,81,27
227055,28,28000000,56000,36500000,80,83,25
206517,93,29000000,65000,37500000,80,83,24
207566,37,18500000,29000,27300000,80,80,28
208330,19,28000000,37000,40200000,80,83,25
208596,34,28000000,57000,32799999,80,83,26
214584,74,7000000,17000,11200000,80,80,33
208618,8,20500000,165000,29700000,80,80,29
210935,87,25000000,39000,31100000,80,81,25
211241,23,19000000,37000,26300000,80,80,28
211320,94,25000000,47000,32600000,80,83,25
211748,44,24500000,68000,30200000,80,81,26
212404,2,26000000,81000,31100000,80,82,26
212814,77,24000000,100000,0,80,81,27
204525,47,19500000,29000,30500000,80,81,29
241095,63,34000000,47000,36900000,80,86,22
203890,3,19000000,56000,25600000,80,80,28
202166,5,25000000,83000,33700000,80,81,26
199503,15,21500000,81000,29600000,80,81,27
199823,45,24000000,31000,35900000,80,81,27
200536,13,22000000,57000,25700000,80,81,27
200724,8,17500000,135000,24600000,80,80,30
200726,28,16000000,46000,23700000,80,81,29
201922,40,22500000,33000,27500000,80,82,27
202477,92,25000000,25000,0,80,81,26
190544,95,21000000,78000,28500000,80,80,28
202562,49,22000000,49000,25700000,80,81,27
202750,29,17500000,84000,23800000,80,80,29
203574,4,24500000,110000,31800000,80,83,26
203605,57,19000000,41000,21300000,80,80,28
203747,15,29000000,77000,34600000,80,85,25
203843,55,14500000,32000,18900000,80,80,32
202695,60,21000000,59000,29600000,80,81,27
198951,54,21000000,30000,24000000,80,80,29
190584,19,17500000,32000,25200000,80,80,30
199005,96,18000000,53000,25700000,80,82,28
190674,58,18000000,42000,23800000,80,80,29
192064,97,21000000,35000,0,80,80,29
192789,23,18500000,37000,25200000,80,80,29
192883,38,17500000,28000,27300000,80,80,31
192679,35,18000000,31000,24200000,80,80,30
195093,19,21500000,40000,32600000,80,80,28
195859,98,23000000,70000,30400000,80,80,27
198141,37,17500000,29000,26300000,80,80,29
196432,74,7000000,21000,7700000,80,80,34
197242,99,17500000,53000,19200000,80,80,30
194022,27,18500000,17000,24000000,80,80,29
197853,10,20500000,86000,24700000,80,80,27
189362,48,13000000,20000,14400000,80,80,33
189805,35,21000000,38000,31500000,80,80,29
191202,14,15000000,105000,20900000,80,80,31
168609,100,5500000,18000,7000000,80,80,35
184431,101,13000000,49000,15300000,80,80,33
177604,19,7500000,32000,10500000,80,80,34
178086,77,7000000,13000,16000000,80,80,33
178372,102,3800000,61000,6000000,80,80,36
179645,22,14500000,43000,18700000,80,80,31
179844,3,18000000,63000,27700000,80,80,31
179944,15,10000000,81000,13300000,80,80,33
184942,42,20500000,46000,26600000,80,80,30
173373,14,7000000,86000,15200000,80,80,33
185221,103,14000000,68000,18100000,80,80,32
187072,18,17500000,45000,22100000,80,80,31
188829,34,17500000,48000,20400000,80,80,30
189125,31,20000000,61000,23000000,80,80,30
189690,46,7000000,48000,15200000,80,80,33
189271,23,20500000,41000,29400000,80,80,29
173771,13,5500000,41000,7700000,80,80,35
184941,11,17500000,105000,22100000,80,80,31
204311,9,25000000,82000,32600000,80,83,25
159145,101,10500000,53000,13600000,80,80,34
172522,41,15500000,38000,22100000,80,80,31
9014,104,7000000,12000,7300000,80,80,36
171579,47,13500000,33000,20000000,80,80,33
170368,10,21000000,100000,28500000,80,80,28
167397,65,10500000,81000,15200000,80,80,34
162240,105,16500000,22000,17100000,80,80,32
169588,17,13500000,81000,18100000,80,80,32
189505,38,16500000,30000,24200000,80,80,32
148119,63,3600000,40000,10400000,80,80,34
139068,106,13000000,13000,13500000,80,80,33
138412,7,9500000,95000,13000000,80,80,34
45186,37,7000000,22000,10500000,80,80,38
159261,107,7000000,22000,9900000,80,80,37
245306,70,0,0,0,79,79,28
243238,81,11000000,1000,16800000,79,79,33
245302,70,0,0,0,79,79,32
245297,70,0,0,0,79,79,24
245295,70,0,0,0,79,79,32
210896,52,23000000,42000,30600000,79,82,25
244621,10,26000000,18000,0,79,84,25
244260,24,39500000,48000,35200000,79,87,22
243812,8,38000000,90000,47300000,79,90,19
238476,13,33000000,38000,30400000,79,86,21
241727,108,21500000,20000,25900000,79,84,24
241486,35,33000000,21000,36800000,79,86,21
241184,1,26000000,110000,34900000,79,85,23
240754,75,26000000,32000,32600000,79,85,24
239433,55,23500000,29000,32600000,79,84,25
237942,23,34000000,29000,35700000,79,86,22
237692,4,38500000,86000,40000000,79,88,20
237239,45,24000000,26000,34800000,79,82,24
228092,109,33500000,34000,33600000,79,86,22
237238,14,24500000,86000,30600000,79,84,23
234943,18,35000000,37000,33299999,79,86,23
233096,78,23500000,18000,21400000,79,83,24
234742,17,28000000,80000,36800000,79,85,22
234612,58,35500000,36000,36800000,79,86,22
236987,52,24000000,29000,30600000,79,84,20
234378,72,33500000,31000,34700000,79,86,21
234153,41,26500000,34000,37000000,79,84,23
234035,8,22000000,110000,29800000,79,82,24
233738,19,24500000,26000,33700000,79,84,23
233731,19,35000000,28000,41400000,79,86,20
232293,12,39500000,54000,36100000,79,87,21
231969,20,20000000,58000,24900000,79,80,27
230498,110,20000000,27000,27600000,79,79,20
230312,111,12500000,26000,18100000,79,79,28
230251,112,17500000,19000,23800000,79,79,20
230234,91,18000000,23000,23800000,79,79,24
230216,69,16000000,42000,19800000,79,79,28
230184,67,18000000,27000,22800000,79,79,20
229558,24,37000000,36000,38000000,79,90,21
229167,56,28000000,32000,35000000,79,85,24
228941,40,27000000,32000,30200000,79,84,24
228687,75,26000000,39000,32600000,79,83,22
228520,113,23000000,40000,34800000,79,82,26
228251,38,26500000,23000,37000000,79,84,24
223578,55,15000000,36000,24200000,79,79,31
227536,32,17500000,19000,25000000,79,79,29
216643,21,21500000,57000,27700000,79,82,25
226456,72,25000000,41000,32600000,79,83,24
225663,28,25000000,48000,31600000,79,83,24
219789,94,16000000,49000,20900000,79,79,28
225508,14,20500000,100000,27700000,79,82,26
225263,52,25000000,35000,32600000,79,85,23
224309,35,23000000,30000,33700000,79,82,25
224254,114,27500000,21000,0,79,85,24
224179,37,20500000,31000,31500000,79,80,27
222709,115,12500000,42000,16200000,79,79,31
224196,18,21500000,37000,24900000,79,82,25
219809,12,20000000,77000,0,79,81,25
221479,30,28000000,80000,36800000,79,85,23
220253,35,27000000,30000,37000000,79,84,24
220182,21,22000000,57000,28600000,79,83,25
220132,19,16000000,32000,23100000,79,79,28
220018,22,21000000,48000,26600000,79,80,26
222028,27,21500000,13000,30100000,79,82,24
219792,116,21000000,27000,27200000,79,82,25
210736,9,21500000,77000,27700000,79,82,25
222400,10,24500000,70000,30600000,79,84,24
213956,29,27500000,80000,36800000,79,85,24
216531,117,20500000,20000,30100000,79,80,27
216475,45,14000000,32000,21000000,79,79,32
216194,47,17000000,29000,24200000,79,79,30
216145,34,17500000,47000,22200000,79,81,28
215590,17,19000000,90000,25700000,79,79,26
215071,74,12000000,20000,11200000,79,79,32
215061,52,17000000,48000,22800000,79,79,30
214394,70,0,0,0,79,84,26
214092,20,26500000,50000,30200000,79,84,24
214040,83,15500000,21000,14700000,79,79,29
213761,115,17500000,52000,21300000,79,79,29
213661,9,24000000,70000,29600000,79,84,24
213516,117,21000000,20000,31100000,79,80,25
213331,44,24000000,50000,26600000,79,84,24
212442,118,16000000,1000,22800000,79,81,27
212187,78,19000000,20000,19200000,79,80,26
211575,30,20500000,83000,28600000,79,80,26
211515,20,19000000,40000,21300000,79,83,25
211147,18,25000000,81000,0,79,83,24
227535,2,27500000,67000,31500000,79,85,23
211022,113,19000000,37000,28400000,79,79,26
234642,9,15000000,70000,21700000,79,81,28
199110,20,17500000,65000,21300000,79,79,29
203895,119,17500000,12000,18800000,79,79,28
202642,54,17000000,24000,20900000,79,80,28
192366,27,11500000,16000,16000000,79,79,32
210385,120,19000000,23000,26100000,79,83,26
208920,4,22000000,100000,27900000,79,83,25
208620,121,18000000,31000,23100000,79,80,27
208498,57,18000000,46000,22100000,79,79,28
208448,24,17500000,57000,21300000,79,79,28
208128,22,19000000,48000,23000000,79,79,26
208104,117,17000000,14000,22800000,79,82,27
207807,39,20500000,47000,29600000,79,80,26
207439,5,23000000,78000,29800000,79,82,26
206511,49,18500000,46000,24000000,79,80,26
206413,81,14500000,1000,22100000,79,79,30
206304,46,15000000,59000,20900000,79,79,29
205569,98,24500000,59000,31600000,79,83,25
204638,24,18500000,50000,23100000,79,81,27
204614,12,15500000,63000,17900000,79,79,29
204105,122,16000000,34000,22000000,79,79,28
203299,101,17000000,48000,21300000,79,79,29
202935,52,14500000,40000,19000000,79,79,30
202789,123,15000000,40000,19500000,79,81,28
208141,27,20500000,17000,30100000,79,80,26
175379,73,11000000,33000,15800000,79,79,33
192598,50,17000000,32000,19200000,79,79,30
210617,22,21000000,42000,26600000,79,80,25
199416,47,17000000,31000,25200000,79,79,30
201454,12,15500000,63000,17900000,79,79,29
201400,5,20000000,78000,27000000,79,80,27
201519,38,19000000,24000,29400000,79,81,27
201143,37,16500000,27000,27200000,79,80,28
200110,124,13500000,12000,15800000,79,80,29
199715,3,17000000,55000,24600000,79,79,30
199641,122,15000000,28000,22800000,79,81,28
197225,125,14500000,12000,16500000,79,79,31
199354,59,15000000,32000,24200000,79,79,31
199304,2,16000000,74000,18200000,79,79,28
199254,25,18000000,44000,22100000,79,79,28
